sys_temp,resp,server_time,receiver,receiver_time,DC,PC,LV,BV,BU,I,T,DU,RU,X,Y,Z,cpu_temp,cpu_time
2024-08-15 12:45:03 temp=42.3'C,"*450281.0#20[0009],OK,#9A450281,005,2024-08-15 12:44:59,STS,DC=15,PC=2526,LV=0.2,BV=3.6,BU=9.3,I=2.4,T=26.9,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#8B>|",2024-08-15T12:45:05.406676Z,450281,2024-08-15T12:44:59Z,15,2526,0.2,3.6,9.3,2.4,26.9,0,0.1,0.06,-0.19,-0.84,42.3,2024-08-15T12:45:03Z
2024-08-15 13:00:03 temp=42.3'C,"*450281.0#20[0009],OK,#9A450281,006,2024-08-15 12:59:58,STS,DC=15,PC=2547,LV=0.2,BV=3.6,BU=9.3,I=2.4,T=26.7,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#92>|",2024-08-15T13:00:05.301428Z,450281,2024-08-15T12:59:58Z,15,2547,0.2,3.6,9.3,2.4,26.7,0,0.1,0.06,-0.19,-0.84,42.3,2024-08-15T13:00:03Z
2024-08-15 13:15:03 temp=44.8'C,"*450281.0#20[0009],OK,#9A450281,007,2024-08-15 13:14:58,STS,DC=15,PC=2591,LV=0.2,BV=3.6,BU=9.3,I=2.3,T=26.6,DU=0.0,RU=0.1,XYZ=0.03:-0.19:-0.84,#85>|",2024-08-15T13:15:05.102326Z,450281,2024-08-15T13:14:58Z,15,2591,0.2,3.6,9.3,2.3,26.6,0,0.1,0.03,-0.19,-0.84,44.8,2024-08-15T13:15:03Z
2024-08-15 13:30:03 temp=42.8'C,"*450281.0#20[0009],OK,#9A450281,008,2024-08-15 13:29:58,STS,DC=15,PC=2619,LV=0.2,BV=3.6,BU=9.3,I=2.4,T=26.6,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#91>|",2024-08-15T13:30:04.870880Z,450281,2024-08-15T13:29:58Z,15,2619,0.2,3.6,9.3,2.4,26.6,0,0.1,0.06,-0.19,-0.84,42.8,2024-08-15T13:30:03Z
2024-08-15 13:45:03 temp=44.8'C,"*450281.0#20[0009],OK,#9A450281,009,2024-08-15 13:44:58,STS,DC=15,PC=2648,LV=0.2,BV=3.6,BU=9.3,I=2.5,T=27.3,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#90>|",2024-08-15T13:45:05.354035Z,450281,2024-08-15T13:44:58Z,15,2648,0.2,3.6,9.3,2.5,27.3,0,0.1,0.06,-0.19,-0.84,44.8,2024-08-15T13:45:03Z
2024-08-15 14:00:03 temp=45.2'C,"*450281.0#20[0009],OK,#9A450281,010,2024-08-15 13:59:58,STS,DC=15,PC=2653,LV=0.2,BV=3.6,BU=9.3,I=2.4,T=27.4,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#8A>|",2024-08-15T14:00:05.017208Z,450281,2024-08-15T13:59:58Z,15,2653,0.2,3.6,9.3,2.4,27.4,0,0.1,0.06,-0.19,-0.84,45.2,2024-08-15T14:00:03Z
2024-08-15 14:15:03 temp=46.7'C,"*450281.0#20[0009],OK,#9A450281,011,2024-08-15 14:14:58,STS,DC=15,PC=2654,LV=0.2,BV=3.6,BU=9.3,I=2.4,T=27.5,DU=0.0,RU=0.1,XYZ=0.03:-0.19:-0.84,#82>|",2024-08-15T14:15:05.037276Z,450281,2024-08-15T14:14:58Z,15,2654,0.2,3.6,9.3,2.4,27.5,0,0.1,0.03,-0.19,-0.84,46.7,2024-08-15T14:15:03Z
2024-08-15 14:30:03 temp=46.7'C,"*450281.0#20[0009],OK,#9A450281,012,2024-08-15 14:29:58,STS,DC=15,PC=2654,LV=0.2,BV=3.6,BU=9.3,I=2.4,T=27.6,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#8D>|",2024-08-15T14:30:04.752010Z,450281,2024-08-15T14:29:58Z,15,2654,0.2,3.6,9.3,2.4,27.6,0,0.1,0.06,-0.19,-0.84,46.7,2024-08-15T14:30:03Z
2024-08-15 14:45:04 temp=48.7'C,"*450281.0#20[0009],OK,#9A450281,013,2024-08-15 14:44:59,STS,DC=15,PC=2656,LV=0.2,BV=3.6,BU=9.3,I=2.5,T=27.6,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#8F>|",2024-08-15T14:45:05.612167Z,450281,2024-08-15T14:44:59Z,15,2656,0.2,3.6,9.3,2.5,27.6,0,0.1,0.06,-0.19,-0.84,48.7,2024-08-15T14:45:04Z
2024-08-15 15:00:03 temp=48.2'C,"*450281.0#20[0009],OK,#9A450281,014,2024-08-15 14:59:59,STS,DC=15,PC=2662,LV=0.2,BV=3.6,BU=9.3,I=2.3,T=27.7,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#92>|",2024-08-15T15:00:05.542250Z,450281,2024-08-15T14:59:59Z,15,2662,0.2,3.6,9.3,2.3,27.7,0,0.1,0.06,-0.19,-0.84,48.2,2024-08-15T15:00:03Z
2024-08-15 15:15:03 temp=47.2'C,"*450281.0#20[0009],OK,#9A450281,015,2024-08-15 15:14:58,STS,DC=15,PC=2664,LV=0.2,BV=3.6,BU=9.3,I=2.4,T=27.7,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#8D>|",2024-08-15T15:15:05.343112Z,450281,2024-08-15T15:14:58Z,15,2664,0.2,3.6,9.3,2.4,27.7,0,0.1,0.06,-0.19,-0.84,47.2,2024-08-15T15:15:03Z
2024-08-15 15:30:03 temp=50.1'C,"*450281.0#20[0009],OK,#9A450281,016,2024-08-15 15:29:58,STS,DC=15,PC=2665,LV=0.2,BV=3.6,BU=9.3,I=2.4,T=27.7,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#95>|",2024-08-15T15:30:05.139859Z,450281,2024-08-15T15:29:58Z,15,2665,0.2,3.6,9.3,2.4,27.7,0,0.1,0.06,-0.19,-0.84,50.1,2024-08-15T15:30:03Z
2024-08-15 15:45:03 temp=50.1'C,"*450281.0#20[0009],OK,#9A450281,017,2024-08-15 15:44:58,STS,DC=15,PC=2666,LV=0.2,BV=3.6,BU=9.3,I=2.3,T=27.8,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#94>|",2024-08-15T15:45:04.922486Z,450281,2024-08-15T15:44:58Z,15,2666,0.2,3.6,9.3,2.3,27.8,0,0.1,0.06,-0.19,-0.84,50.1,2024-08-15T15:45:03Z
2024-08-15 16:00:03 temp=49.6'C,"*450281.0#20[0009],OK,#9A450281,018,2024-08-15 15:59:58,STS,DC=15,PC=2668,LV=0.2,BV=3.6,BU=9.3,I=2.4,T=27.9,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#9F>|",2024-08-15T16:00:04.683993Z,450281,2024-08-15T15:59:58Z,15,2668,0.2,3.6,9.3,2.4,27.9,0,0.1,0.06,-0.19,-0.84,49.6,2024-08-15T16:00:03Z
2024-08-15 16:15:03 temp=50.1'C,"*450281.0#20[0009],OK,#9A450281,019,2024-08-15 16:14:59,STS,DC=15,PC=2669,LV=0.2,BV=3.6,BU=9.3,I=2.3,T=28.0,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#91>|",2024-08-15T16:15:05.493542Z,450281,2024-08-15T16:14:59Z,15,2669,0.2,3.6,9.3,2.3,28,0,0.1,0.06,-0.19,-0.84,50.1,2024-08-15T16:15:03Z
2024-08-15 16:30:03 temp=51.1'C,"*450281.0#20[0009],OK,#9A450281,020,2024-08-15 16:29:58,STS,DC=15,PC=2670,LV=0.2,BV=3.6,BU=9.3,I=2.4,T=28.0,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#87>|",2024-08-15T16:30:05.318207Z,450281,2024-08-15T16:29:58Z,15,2670,0.2,3.6,9.3,2.4,28,0,0.1,0.06,-0.19,-0.84,51.1,2024-08-15T16:30:03Z
2024-08-15 16:45:03 temp=51.1'C,"*450281.0#20[0009],OK,#9A450281,021,2024-08-15 16:44:58,STS,DC=15,PC=2670,LV=0.2,BV=3.6,BU=9.3,I=2.4,T=28.1,DU=0.0,RU=0.1,XYZ=0.03:-0.19:-0.84,#83>|",2024-08-15T16:45:05.114186Z,450281,2024-08-15T16:44:58Z,15,2670,0.2,3.6,9.3,2.4,28.1,0,0.1,0.03,-0.19,-0.84,51.1,2024-08-15T16:45:03Z
2024-08-15 17:00:03 temp=49.1'C,"*450281.0#20[0009],OK,#9A450281,022,2024-08-15 16:59:58,STS,DC=15,PC=2672,LV=0.2,BV=3.6,BU=9.3,I=2.4,T=28.1,DU=0.0,RU=0.1,XYZ=0.03:-0.19:-0.84,#8C>|",2024-08-15T17:00:04.898973Z,450281,2024-08-15T16:59:58Z,15,2672,0.2,3.6,9.3,2.4,28.1,0,0.1,0.03,-0.19,-0.84,49.1,2024-08-15T17:00:03Z
2024-08-15 17:15:03 temp=49.6'C,"*450281.0#20[0009],OK,#9A450281,023,2024-08-15 17:14:58,STS,DC=15,PC=2672,LV=0.2,BV=3.6,BU=9.3,I=2.4,T=28.1,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#88>|",2024-08-15T17:15:04.699801Z,450281,2024-08-15T17:14:58Z,15,2672,0.2,3.6,9.3,2.4,28.1,0,0.1,0.06,-0.19,-0.84,49.6,2024-08-15T17:15:03Z
2024-08-15 17:30:03 temp=49.1'C,"*450281.0#20[0009],OK,#9A450281,024,2024-08-15 17:29:58,STS,DC=15,PC=2672,LV=0.2,BV=3.6,BU=9.3,I=2.4,T=28.0,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#8E>|",2024-08-15T17:30:05.612847Z,450281,2024-08-15T17:29:58Z,15,2672,0.2,3.6,9.3,2.4,28,0,0.1,0.06,-0.19,-0.84,49.1,2024-08-15T17:30:03Z
2024-08-15 17:45:03 temp=49.6'C,"*450281.0#20[0009],OK,#9A450281,025,2024-08-15 17:44:58,STS,DC=15,PC=2672,LV=0.2,BV=3.6,BU=9.3,I=2.5,T=27.9,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#95>|",2024-08-15T17:45:05.342413Z,450281,2024-08-15T17:44:58Z,15,2672,0.2,3.6,9.3,2.5,27.9,0,0.1,0.06,-0.19,-0.84,49.6,2024-08-15T17:45:03Z
2024-08-15 18:00:03 temp=49.6'C,"*450281.0#20[0009],OK,#9A450281,026,2024-08-15 17:59:58,STS,DC=15,PC=2674,LV=0.2,BV=3.6,BU=9.3,I=2.3,T=27.8,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#9B>|",2024-08-15T18:00:05.118744Z,450281,2024-08-15T17:59:58Z,15,2674,0.2,3.6,9.3,2.3,27.8,0,0.1,0.06,-0.19,-0.84,49.6,2024-08-15T18:00:03Z
2024-08-15 18:15:03 temp=50.6'C,"*450281.0#20[0009],OK,#9A450281,027,2024-08-15 18:14:58,STS,DC=15,PC=2674,LV=0.2,BV=3.6,BU=9.3,I=2.4,T=28.0,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#8E>|",2024-08-15T18:15:04.855129Z,450281,2024-08-15T18:14:58Z,15,2674,0.2,3.6,9.3,2.4,28,0,0.1,0.06,-0.19,-0.84,50.6,2024-08-15T18:15:03Z
2024-08-15 18:30:03 temp=50.6'C,"*450281.0#20[0009],OK,#9A450281,028,2024-08-15 18:29:58,STS,DC=15,PC=2674,LV=0.2,BV=3.6,BU=9.3,I=2.4,T=28.4,DU=0.0,RU=0.1,XYZ=0.03:-0.16:-0.84,#93>|",2024-08-15T18:30:04.636365Z,450281,2024-08-15T18:29:58Z,15,2674,0.2,3.6,9.3,2.4,28.4,0,0.1,0.03,-0.16,-0.84,50.6,2024-08-15T18:30:03Z
2024-08-15 18:45:03 temp=50.1'C,"*450281.0#20[0009],OK,#9A450281,029,2024-08-15 18:44:58,STS,DC=15,PC=2676,LV=0.2,BV=3.6,BU=9.3,I=2.3,T=28.7,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#9B>|",2024-08-15T18:45:05.651266Z,450281,2024-08-15T18:44:58Z,15,2676,0.2,3.6,9.3,2.3,28.7,0,0.1,0.06,-0.19,-0.84,50.1,2024-08-15T18:45:03Z
2024-08-15 19:00:03 temp=51.6'C,"*450281.0#20[0009],OK,#9A450281,030,2024-08-15 18:59:58,STS,DC=15,PC=2676,LV=0.2,BV=3.6,BU=9.3,I=2.3,T=28.6,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#98>|",2024-08-15T19:00:05.529150Z,450281,2024-08-15T18:59:58Z,15,2676,0.2,3.6,9.3,2.3,28.6,0,0.1,0.06,-0.19,-0.84,51.6,2024-08-15T19:00:03Z
2024-08-15 19:15:03 temp=49.1'C,"*450281.0#20[0009],OK,#9A450281,031,2024-08-15 19:14:58,STS,DC=15,PC=2676,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=28.9,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#96>|",2024-08-15T19:15:05.299437Z,450281,2024-08-15T19:14:58Z,15,2676,0.2,3.6,9.4,2.4,28.9,0,0.1,0.06,-0.19,-0.84,49.1,2024-08-15T19:15:03Z
2024-08-15 19:30:03 temp=51.1'C,"*450281.0#20[0009],OK,#9A450281,032,2024-08-15 19:29:58,STS,DC=15,PC=2676,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=29.0,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#95>|",2024-08-15T19:30:04.985776Z,450281,2024-08-15T19:29:58Z,15,2676,0.2,3.6,9.4,2.4,29,0,0.1,0.06,-0.19,-0.84,51.1,2024-08-15T19:30:03Z
2024-08-15 19:45:03 temp=51.1'C,"*450281.0#20[0009],OK,#9A450281,033,2024-08-15 19:44:58,STS,DC=15,PC=2676,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=29.1,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#94>|",2024-08-15T19:45:04.802118Z,450281,2024-08-15T19:44:58Z,15,2676,0.2,3.6,9.4,2.4,29.1,0,0.1,0.06,-0.19,-0.84,51.1,2024-08-15T19:45:03Z
2024-08-15 20:00:03 temp=51.1'C,"*450281.0#20[0009],OK,#9A450281,034,2024-08-15 19:59:58,STS,DC=15,PC=2676,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=29.2,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#9C>|",2024-08-15T20:00:05.576214Z,450281,2024-08-15T19:59:58Z,15,2676,0.2,3.6,9.4,2.4,29.2,0,0.1,0.06,-0.19,-0.84,51.1,2024-08-15T20:00:03Z
2024-08-15 20:15:03 temp=50.6'C,"*450281.0#20[0009],OK,#9A450281,035,2024-08-15 20:14:58,STS,DC=15,PC=2676,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=29.2,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#8C>|",2024-08-15T20:15:05.250863Z,450281,2024-08-15T20:14:58Z,15,2676,0.2,3.6,9.4,2.4,29.2,0,0.1,0.06,-0.19,-0.84,50.6,2024-08-15T20:15:03Z
2024-08-15 20:30:03 temp=52.1'C,"*450281.0#20[0009],OK,#9A450281,036,2024-08-15 20:29:58,STS,DC=15,PC=2677,LV=0.2,BV=3.6,BU=9.4,I=2.5,T=28.9,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#9B>|",2024-08-15T20:30:04.952638Z,450281,2024-08-15T20:29:58Z,15,2677,0.2,3.6,9.4,2.5,28.9,0,0.1,0.06,-0.19,-0.84,52.1,2024-08-15T20:30:03Z
2024-08-15 20:45:03 temp=52.1'C,"*450281.0#20[0009],OK,#9A450281,037,2024-08-15 20:44:58,STS,DC=15,PC=2677,LV=0.2,BV=3.6,BU=9.4,I=2.3,T=29.2,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#91>|",2024-08-15T20:45:04.905769Z,450281,2024-08-15T20:44:58Z,15,2677,0.2,3.6,9.4,2.3,29.2,0,0.1,0.06,-0.19,-0.84,52.1,2024-08-15T20:45:03Z
2024-08-15 21:00:03 temp=52.1'C,"*450281.0#20[0009],OK,#9A450281,038,2024-08-15 20:59:57,STS,DC=15,PC=2694,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=29.3,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#98>|",2024-08-15T21:00:04.718870Z,450281,2024-08-15T20:59:57Z,15,2694,0.2,3.6,9.4,2.4,29.3,0,0.1,0.06,-0.19,-0.84,52.1,2024-08-15T21:00:03Z
2024-08-15 21:15:03 temp=52.5'C,"*450281.0#20[0009],OK,#9A450281,039,2024-08-15 21:14:58,STS,DC=15,PC=2752,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=29.1,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#8B>|",2024-08-15T21:15:05.496922Z,450281,2024-08-15T21:14:58Z,15,2752,0.2,3.6,9.4,2.4,29.1,0,0.1,0.06,-0.19,-0.84,52.5,2024-08-15T21:15:03Z
2024-08-15 21:30:03 temp=52.1'C,"*450281.0#20[0009],OK,#9A450281,040,2024-08-15 21:29:58,STS,DC=15,PC=2784,LV=0.2,BV=3.6,BU=9.4,I=2.3,T=29.1,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#8D>|",2024-08-15T21:30:05.294337Z,450281,2024-08-15T21:29:58Z,15,2784,0.2,3.6,9.4,2.3,29.1,0,0.1,0.06,-0.19,-0.84,52.1,2024-08-15T21:30:03Z
2024-08-15 21:45:03 temp=52.5'C,"*450281.0#20[0009],OK,#9A450281,041,2024-08-15 21:44:58,STS,DC=15,PC=2803,LV=0.2,BV=3.6,BU=9.4,I=2.3,T=28.9,DU=0.0,RU=0.1,XYZ=0.06:-0.16:-0.84,#87>|",2024-08-15T21:45:05.075824Z,450281,2024-08-15T21:44:58Z,15,2803,0.2,3.6,9.4,2.3,28.9,0,0.1,0.06,-0.16,-0.84,52.5,2024-08-15T21:45:03Z
2024-08-15 22:00:03 temp=53.0'C,"*450281.0#20[0009],OK,#9A450281,042,2024-08-15 21:59:58,STS,DC=15,PC=2809,LV=0.2,BV=3.6,BU=9.4,I=2.3,T=28.7,DU=0.0,RU=0.1,XYZ=0.06:-0.16:-0.84,#92>|",2024-08-15T22:00:04.938717Z,450281,2024-08-15T21:59:58Z,15,2809,0.2,3.6,9.4,2.3,28.7,0,0.1,0.06,-0.16,-0.84,53,2024-08-15T22:00:03Z
2024-08-15 22:15:03 temp=54.5'C,"*450281.0#20[0009],OK,#9A450281,043,2024-08-15 22:14:57,STS,DC=15,PC=2894,LV=0.2,BV=3.6,BU=9.4,I=2.3,T=28.8,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#92>|",2024-08-15T22:15:04.732095Z,450281,2024-08-15T22:14:57Z,15,2894,0.2,3.6,9.4,2.3,28.8,0,0.1,0.06,-0.19,-0.84,54.5,2024-08-15T22:15:03Z
2024-08-15 22:30:03 temp=54.5'C,"*450281.0#20[0009],OK,#9A450281,044,2024-08-15 22:29:58,STS,DC=15,PC=2982,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=28.8,DU=0.0,RU=0.1,XYZ=0.03:-0.16:-0.84,#93>|",2024-08-15T22:30:05.693161Z,450281,2024-08-15T22:29:58Z,15,2982,0.2,3.6,9.4,2.4,28.8,0,0.1,0.03,-0.16,-0.84,54.5,2024-08-15T22:30:03Z
2024-08-15 22:45:03 temp=56.0'C,"*450281.0#20[0009],OK,#9A450281,045,2024-08-15 22:44:58,STS,DC=15,PC=3116,LV=0.2,BV=3.6,BU=9.4,I=2.3,T=28.7,DU=0.0,RU=0.1,XYZ=0.06:-0.19:-0.84,#8B>|",2024-08-15T22:45:05.785373Z,450281,2024-08-15T22:44:58Z,15,3116,0.2,3.6,9.4,2.3,28.7,0,0.1,0.06,-0.19,-0.84,56,2024-08-15T22:45:03Z
2024-08-15 23:00:03 temp=54.5'C,"*450281.0#20[0009],OK,#9A450281,046,2024-08-15 22:59:58,STS,DC=15,PC=3377,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=28.7,DU=0.0,RU=0.1,XYZ=0.06:-0.16:-0.84,#99>|",2024-08-15T23:00:05.569498Z,450281,2024-08-15T22:59:58Z,15,3377,0.2,3.6,9.4,2.4,28.7,0,0.1,0.06,-0.16,-0.84,54.5,2024-08-15T23:00:03Z
2024-08-15 23:15:03 temp=52.1'C,"*450281.0#20[0009],OK,#9A450281,047,2024-08-15 23:14:58,STS,DC=15,PC=3674,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=28.7,DU=0.0,RU=0.2,XYZ=0.03:-0.19:-0.84,#93>|",2024-08-15T23:15:05.358384Z,450281,2024-08-15T23:14:58Z,15,3674,0.2,3.6,9.4,2.4,28.7,0,0.2,0.03,-0.19,-0.84,52.1,2024-08-15T23:15:03Z
2024-08-15 23:30:03 temp=52.1'C,"*450281.0#20[0009],OK,#9A450281,048,2024-08-15 23:29:58,STS,DC=15,PC=3948,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=28.5,DU=0.0,RU=0.2,XYZ=0.06:-0.19:-0.84,#9F>|",2024-08-15T23:30:05.087797Z,450281,2024-08-15T23:29:58Z,15,3948,0.2,3.6,9.4,2.4,28.5,0,0.2,0.06,-0.19,-0.84,52.1,2024-08-15T23:30:03Z
2024-08-15 23:45:03 temp=50.1'C,"*450281.0#20[0009],OK,#9A450281,049,2024-08-15 23:44:57,STS,DC=15,PC=4111,LV=0.2,BV=3.6,BU=9.4,I=2.3,T=28.4,DU=0.0,RU=0.2,XYZ=0.06:-0.19:-0.84,#89>|",2024-08-15T23:45:04.867677Z,450281,2024-08-15T23:44:57Z,15,4111,0.2,3.6,9.4,2.3,28.4,0,0.2,0.06,-0.19,-0.84,50.1,2024-08-15T23:45:03Z
2024-08-16 00:00:03 temp=47.7'C,"*450281.0#20[0009],OK,#9A450281,050,2024-08-15 23:59:58,STS,DC=15,PC=4326,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=28.2,DU=0.0,RU=0.2,XYZ=0.06:-0.19:-0.84,#8F>|",2024-08-16T00:00:05.579720Z,450281,2024-08-15T23:59:58Z,15,4326,0.2,3.6,9.4,2.4,28.2,0,0.2,0.06,-0.19,-0.84,47.7,2024-08-16T00:00:03Z
2024-08-16 00:15:03 temp=47.7'C,"*450281.0#20[0009],OK,#9A|",2024-08-16T00:15:05.237936Z,450281,,,,,,,,,,,,,,47.7,2024-08-16T00:15:03Z
2024-08-16 00:30:03 temp=46.7'C,"*450281.0#20[0009],OK,#9A450281,052,2024-08-16 00:29:58,STS,DC=15,PC=4695,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=28.1,DU=0.0,RU=0.2,XYZ=0.06:-0.19:-0.84,#92>|",2024-08-16T00:30:05.193764Z,450281,2024-08-16T00:29:58Z,15,4695,0.2,3.6,9.4,2.4,28.1,0,0.2,0.06,-0.19,-0.84,46.7,2024-08-16T00:30:03Z
2024-08-16 00:45:03 temp=46.2'C,"*450281.0#20[0009],OK,#9A450281,053,2024-08-16 00:44:57,STS,DC=15,PC=4790,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=28.0,DU=0.0,RU=0.2,XYZ=0.06:-0.19:-0.84,#8A>|",2024-08-16T00:45:05.084152Z,450281,2024-08-16T00:44:57Z,15,4790,0.2,3.6,9.4,2.4,28,0,0.2,0.06,-0.19,-0.84,46.2,2024-08-16T00:45:03Z
2024-08-16 01:00:03 temp=44.8'C,"*450281.0#20[0009],OK,#9A450281,054,2024-08-16 00:59:57,STS,DC=15,PC=4798,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=28.0,DU=0.0,RU=0.2,XYZ=0.06:-0.19:-0.84,#99>|",2024-08-16T01:00:04.843496Z,450281,2024-08-16T00:59:57Z,15,4798,0.2,3.6,9.4,2.4,28,0,0.2,0.06,-0.19,-0.84,44.8,2024-08-16T01:00:03Z
2024-08-16 01:15:04 temp=44.3'C,"*450281.0#20[0009],OK,#9A450281,055,2024-08-16 01:14:58,STS,DC=15,PC=4839,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=28.0,DU=0.0,RU=0.2,XYZ=0.06:-0.19:-0.84,#8F>|",2024-08-16T01:15:05.625469Z,450281,2024-08-16T01:14:58Z,15,4839,0.2,3.6,9.4,2.4,28,0,0.2,0.06,-0.19,-0.84,44.3,2024-08-16T01:15:04Z
2024-08-16 01:30:03 temp=44.8'C,"*450281.0#20[0009],OK,#9A450281,056,2024-08-16 01:29:58,STS,DC=15,PC=4921,LV=0.2,BV=3.6,BU=9.4,I=2.5,T=28.0,DU=0.0,RU=0.2,XYZ=0.06:-0.19:-0.84,#8F>|",2024-08-16T01:30:05.488458Z,450281,2024-08-16T01:29:58Z,15,4921,0.2,3.6,9.4,2.5,28,0,0.2,0.06,-0.19,-0.84,44.8,2024-08-16T01:30:03Z
2024-08-16 01:45:03 temp=44.3'C,"*450281.0#20[0009],OK,#9A450281,057,2024-08-16 01:44:58,STS,DC=15,PC=4980,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=27.9,DU=0.0,RU=0.2,XYZ=0.06:-0.19:-0.84,#99>|",2024-08-16T01:45:05.431781Z,450281,2024-08-16T01:44:58Z,15,4980,0.2,3.6,9.4,2.4,27.9,0,0.2,0.06,-0.19,-0.84,44.3,2024-08-16T01:45:03Z
2024-08-16 02:00:03 temp=45.2'C,"*450281.0#20[0009],OK,#9A450281,058,2024-08-16 01:59:58,STS,DC=15,PC=4985,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=27.9,DU=0.0,RU=0.2,XYZ=0.06:-0.19:-0.84,#A5>|",2024-08-16T02:00:05.196321Z,450281,2024-08-16T01:59:58Z,15,4985,0.2,3.6,9.4,2.4,27.9,0,0.2,0.06,-0.19,-0.84,45.2,2024-08-16T02:00:03Z
2024-08-16 02:15:03 temp=43.8'C,"*450281.0#20[0009],OK,#9A450281,059,2024-08-16 02:14:57,STS,DC=15,PC=4986,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=28.0,DU=0.0,RU=0.2,XYZ=0.06:-0.19:-0.84,#96>|",2024-08-16T02:15:05.014591Z,450281,2024-08-16T02:14:57Z,15,4986,0.2,3.6,9.4,2.4,28,0,0.2,0.06,-0.19,-0.84,43.8,2024-08-16T02:15:03Z
2024-08-16 02:30:03 temp=43.3'C,"*450281.0#20[0009],OK,#9A450281,060,2024-08-16 02:29:57,STS,DC=15,PC=4986,LV=0.2,BV=3.6,BU=9.4,I=2.5,T=28.0,DU=0.0,RU=0.2,XYZ=0.06:-0.19:-0.84,#95>|",2024-08-16T02:30:04.815541Z,450281,2024-08-16T02:29:57Z,15,4986,0.2,3.6,9.4,2.5,28,0,0.2,0.06,-0.19,-0.84,43.3,2024-08-16T02:30:03Z
2024-08-16 02:45:04 temp=42.8'C,"*450281.0#20[0009],OK,#9A450281,061,2024-08-16 02:44:58,STS,DC=15,PC=4987,LV=0.2,BV=3.6,BU=9.4,I=2.4,T=28.0,DU=0.0,RU=0.2,XYZ=0.06:-0.19:-0.84,#94>|",2024-08-16T02:45:05.673433Z,450281,2024-08-16T02:44:58Z,15,4987,0.2,3.6,9.4,2.4,28,0,0.2,0.06,-0.19,-0.84,42.8,2024-08-16T02:45:04Z
